Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Private Method,"com.nostra13.universalimageloader.core.ImageLoader.initExecutorsIfNeed",1,3,3,5
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.loadImage",1,4,4,4
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.loadImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.loadImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.loadImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.pause",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.resume",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.stop",1,3,3,3
Public Constructor,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.Builder",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.build",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.defaultDisplayImageOptions",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.denyCacheImageMultipleSizesInMemory",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.discCache",1,4,4,4
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.discCacheExtraOptions",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.discCacheFileCount",1,4,4,4
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.discCacheFileNameGenerator",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.discCacheSize",1,4,4,4
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.enableLogging",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.imageDownloader",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.initEmptyFiledsWithDefaultValues",1,6,6,6
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.memoryCache",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.memoryCacheExtraOptions",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.memoryCacheSize",1,3,3,3
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.offOutOfMemoryHandling",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.tasksProcessingOrder",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.threadPoolSize",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.Builder.threadPriority",1,3,3,3
Private Constructor,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.ImageLoaderConfiguration",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.ImageLoaderConfiguration.(Anon_1).newThread",1,1,1,1
Public Static Method,"com.nostra13.universalimageloader.core.ImageLoaderConfiguration.createDefault",1,1,1,1
Public Constructor,"com.nostra13.universalimageloader.core.ImageLoadingInfo.ImageLoadingInfo",1,1,1,1
