Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
TypeVariable,"com.nostra13.universalimageloader.core.assist.deque.LIFOLinkedBlockingDeque.T",0,0,0,0,1,0,0,0,0,1,0
Public Generic Class,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque",120,2,5,1,2,56,56,3,82,3,4
Private Abstract Class,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.AbstractItr",17,2,5,2,1,8,8,2,62,2,5
Private Class,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.DescendingItr",2,1,1,0,2,10,2,2,0,1,1
TypeVariable,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.E",0,0,0,0,1,0,0,0,0,1,0
Private Class,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.Itr",2,1,1,0,2,10,2,2,0,1,1
Static Generic Class,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.Node",1,1,1,0,1,1,1,0,66,1,1
TypeVariable,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.Node.E",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque.toArray.T",0,0,0,0,1,0,0,0,0,1,0
Package,"com.nostra13.universalimageloader.core.display",9,1,2,,,,8,,,,1
Public Interface,"com.nostra13.universalimageloader.core.display.BitmapDisplayer",1,1,1,4,0,1,1,0,0,0,1
Public Class,"com.nostra13.universalimageloader.core.display.FadeInBitmapDisplayer",2,1,1,0,1,2,2,0,0,2,1
Public Class,"com.nostra13.universalimageloader.core.display.FakeBitmapDisplayer",1,1,1,0,1,1,1,0,0,2,1
Public Class,"com.nostra13.universalimageloader.core.display.RoundedBitmapDisplayer",4,1,2,0,1,3,3,1,33,2,1
Public Class,"com.nostra13.universalimageloader.core.display.SimpleBitmapDisplayer",1,1,1,0,1,1,1,0,0,2,1
Package,"com.nostra13.universalimageloader.core.download",11,1,3,,,,9,,,,3
Public Class,"com.nostra13.universalimageloader.core.download.HttpClientImageDownloader",2,1,1,0,2,6,2,0,0,1,1
Public Abstract Class,"com.nostra13.universalimageloader.core.download.ImageDownloader",6,1,3,2,1,4,4,0,75,1,3
Public Class,"com.nostra13.universalimageloader.core.download.URLConnectionImageDownloader",3,1,1,1,2,7,3,1,50,1,1
Package,"com.nostra13.universalimageloader.utils",29,1,4,,,,15,,,,3
Public Class,"com.nostra13.universalimageloader.utils.FileUtils",4,2,3,0,1,2,2,0,50,1,3
Public Class,"com.nostra13.universalimageloader.utils.L",11,1,4,0,1,8,8,1,87,1,1
Public Class,"com.nostra13.universalimageloader.utils.StorageUtils",14,2,4,0,1,5,5,1,80,1,3
