Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\StackFilterTest.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextFeedbackTest.java",18,1,2,,,,17,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextRunnerSingleMethodTest.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextRunnerTest.java",8,1,3,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\org\junit\samples\ListTest.java",12,1,2,,,,10,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\samples\SimpleTest.java",4,1,1,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\samples\money\MoneyTest.java",25,1,1,,,,25,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\samples\money\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\org\junit\samples\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\org\junit\tests\AllTests.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\ObjectContractTest.java",5,2,3,,,,3,,,,3
File,"C:\f1\JUnit\src\test\java\org\junit\tests\TestSystem.java",4,1,1,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\AssertionTest.java",91,1,2,,,,65,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\BothTest.java",7,1,1,,,,7,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\EachTest.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java",5,1,2,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\deprecated\JUnit4ClassRunnerTest.java",7,1,1,,,,7,,,,1
