Kind,Name,CountLineCode,CountLineComment,CountLineBlank
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\RuleFieldValidatorTest.java",80,0,16
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\TempFolderRuleTest.java",59,0,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\TestRuleTest.java",245,0,56
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\TimeoutRuleTest.java",33,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\VerifierRuleTest.java",103,0,22
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\AllMembersSupplierTest.java",28,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\ParameterSignatureTest.java",48,0,9
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\ParameterizedAssertionErrorTest.java",63,0,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\Correspondent.java",4,0,3
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\Guesser.java",99,0,23
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\GuesserQueue.java",46,0,11
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\MethodCall.java",44,0,10
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\ReguessableValue.java",11,0,5
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\StringableObject.java",21,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\Stub.java",6,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\StubbedTheories.java",52,0,13
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\extendingwithstubs\StubbedTheoriesTest.java",14,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\SuccessfulWithDataPointFields.java",158,2,44
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\TheoriesPerformanceTest.java",26,6,5
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\UnsuccessfulWithDataPointFields.java",104,0,22
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\WhenNoParametersMatch.java",41,0,9
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\WithDataPointMethod.java",122,0,30
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\WithExtendedParameterSources.java",121,0,25
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\theories\runner\WithOnlyTestAnnotations.java",68,0,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\AllTestsTest.java",68,1,13
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\ClassRequestTest.java",16,0,3
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java",76,3,10
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityTest.java",191,0,31
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\InitializationErrorForwardCompatibilityTest.java",82,0,18
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\JUnit38ClassRunnerTest.java",66,0,13
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\OldTestClassAdaptingListenerTest.java",25,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\OldTests.java",10,0,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\junit3compatibility\SuiteMethodTest.java",100,1,22
File,"C:\f1\JUnit\src\test\java\org\junit\tests\listening\ListenerTest.java",31,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\listening\RunnerTest.java",57,0,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\listening\TestListenerTest.java",52,1,11
File,"C:\f1\JUnit\src\test\java\org\junit\tests\listening\TextListenerTest.java",53,0,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\listening\UserStopTest.java",22,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\manipulation\FilterTest.java",41,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\manipulation\FilterableTest.java",51,0,11
File,"C:\f1\JUnit\src\test\java\org\junit\tests\manipulation\SingleMethodTest.java",135,0,33
File,"C:\f1\JUnit\src\test\java\org\junit\tests\manipulation\SortableTest.java",119,0,30
File,"C:\f1\JUnit\src\test\java\org\junit\tests\package-info.java",1,7,0
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\EnclosedTest.java",35,0,5
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\IgnoreClassTest.java",22,0,4
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\ParameterizedTestTest.java",178,0,38
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\ParentRunnerFilteringTest.java",146,1,24
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java",116,1,23
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\RunWithTest.java",67,1,17
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\SuiteTest.java",133,3,31
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\TestClassTest.java",69,0,17
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\classes\UseSuiteAsASuperclassTest.java",37,0,7
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\core\CommandLineTest.java",54,1,13
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\core\JUnitCoreReturnsCorrectExitCodeTest.java",31,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\running\core\SystemExitTest.java",22,1,7
