Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
Class,"org.mapdb.BTreeKeySerializer.(Anon_1)",5,2,3,0,1,2,2,1,0,2,1
Class,"org.mapdb.BTreeKeySerializer.(Anon_2)",5,2,3,0,1,2,2,1,0,2,1
Class,"org.mapdb.BTreeKeySerializer.(Anon_3)",5,2,3,0,1,2,2,1,0,2,3
Public Static Class,"org.mapdb.BTreeKeySerializer.BasicKeySerializer",5,1,2,0,2,7,3,1,0,2,1
TypeVariable,"org.mapdb.BTreeKeySerializer.K",0,0,0,0,1,0,0,0,0,1,0
Public Static Generic Class,"org.mapdb.BTreeKeySerializer.Tuple2KeySerializer",22,4,9,0,2,9,5,4,6,2,6
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple2KeySerializer.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple2KeySerializer.B",0,0,0,0,1,0,0,0,0,1,0
Public Static Generic Class,"org.mapdb.BTreeKeySerializer.Tuple3KeySerializer",32,6,13,0,2,9,5,4,7,2,8
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple3KeySerializer.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple3KeySerializer.B",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple3KeySerializer.C",0,0,0,0,1,0,0,0,0,1,0
Public Static Generic Class,"org.mapdb.BTreeKeySerializer.Tuple4KeySerializer",42,8,17,0,2,9,5,4,8,2,10
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple4KeySerializer.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple4KeySerializer.B",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple4KeySerializer.C",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeKeySerializer.Tuple4KeySerializer.D",0,0,0,0,1,0,0,0,0,1,0
Public Class,"org.mapdb.BTreeKeySerializerTest",21,2,5,0,1,8,8,14,75,1,1
Public Generic Class,"org.mapdb.BTreeMap",234,3,35,0,2,65,65,29,93,3,12
Protected Interface,"org.mapdb.BTreeMap.BNode",6,1,1,2,0,6,6,0,0,0,1
Static Generic Class,"org.mapdb.BTreeMap.BTreeEntryIterator",4,1,2,0,2,9,3,2,0,2,1
TypeVariable,"org.mapdb.BTreeMap.BTreeEntryIterator.K",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeMap.BTreeEntryIterator.V",0,0,0,0,1,0,0,0,0,1,0
Protected Static Class,"org.mapdb.BTreeMap.BTreeIterator",22,3,8,3,1,6,6,6,44,1,6
Static Generic Class,"org.mapdb.BTreeMap.BTreeKeyIterator",4,1,2,0,2,9,3,2,0,2,1
TypeVariable,"org.mapdb.BTreeMap.BTreeKeyIterator.K",0,0,0,0,1,0,0,0,0,1,0
Static Generic Class,"org.mapdb.BTreeMap.BTreeValueIterator",4,1,2,0,2,9,3,2,0,2,1
TypeVariable,"org.mapdb.BTreeMap.BTreeValueIterator.V",0,0,0,0,1,0,0,0,0,1,0
Protected Static Generic Class,"org.mapdb.BTreeMap.DescendingMap",100,2,7,0,2,47,47,3,81,2,4
Abstract Generic Class,"org.mapdb.BTreeMap.DescendingMap.Iter",5,1,2,3,1,3,3,1,33,2,1
TypeVariable,"org.mapdb.BTreeMap.DescendingMap.Iter.E",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeMap.DescendingMap.K",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.BTreeMap.DescendingMap.V",0,0,0,0,1,0,0,0,0,1,0
